Vehicle Type,Pickup City,Pickup State,Pickup ZIP,Delivery City,Delivery State,Delivery ZIP,Rate,Payment Method,Distance,Veh_qty,Vehicle Info,Vehicle Condition,Trailer Type,Pick-Up Date,Order ID,Additional Info,Company Name,Phone,Email,Rating,Pickup metro area,Delivery metro area,P_lat,P_lon,D_lat,D_lon,Time
CAR,monroe,LA,71203,ellensburg,WA,98926,1800,COD/COP,2272,1,1970 ford mustang,Runs,ENCLOSED,2023-03-03,r569271,Not specified,AM3 Freight Operations,(516) 719-2887,dispatch@v2logistics.com,99.4,Monroe,Not specified,32.59787,-92.032354,47.034538,-120.391408,02_22_2023_16_32
CAR,monroe,LA,71203,vantage,WA,98950,1800,COD/COP,2337,1,1970 ford mustang,Runs,ENCLOSED,2023-03-03,r569271,call or request online: v2d&period;io/1nrfyw,RoadRunner Auto Transport,(516) 605-2666,dispatch@v2logistics.com,99.9,Monroe,Not specified,32.59787,-92.032354,46.868478,-119.992102,02_22_2023_16_32
CAR,Welsh,LA,70591,New Buffalo,MI,49117,950,COD/COP,0,1,1969 chevrolet chevelle,Runs,ENCLOSED,2023-02-22,11323577,call/text 772-247-0225,Nationwide Transport Services LLC,(754) 732-0333,central@nationwidetransportservices.com,100.0,Not specified,Niles - Benton Harbor,30.264244,-92.826628,41.79393,-86.746664,02_22_2023_16_32
PICKUP,Boston,MA,02210,Las Vegas,NV,89101,1500,COD/COP,2722,1,2022 ford f-150,Runs,ENCLOSED,2023-02-21,881158926,ACTUAL PU Ithaca NY 14850 ACTUAL DELIVERY Henderson NV 89011,Bold Auto Transport LLC,(469) 966-9426,boldautotransport@gmail.com,99.9,Boston - Cambridge - Quincy,Las Vegas - Paradise,42.346571,-71.039563,36.173634,-115.12637,02_22_2023_16_32
SUV,Boston,MA,02210,Miami,FL,33178,1250,TWO_BUSINESS_DAYS,1518,1,2020 mercedes-benz glc,Runs,ENCLOSED,2023-03-07,23-1129,Not specified,"American Auto Transporters, Inc",(800) 800-2580,info@shipcar.com,100.0,Boston - Cambridge - Quincy,Miami - Fort Lauderdale - Pompano Beach,42.346571,-71.039563,25.843972,-80.410369,02_22_2023_16_32
SUV,boston,MA,02108,wrightwood,CA,92397,1500,COD/COP,2929,1,2014 nissan rogue,Runs,ENCLOSED,2023-02-28,263321-74416,"origin: rochester,ny 14611",Nexus AT LLC,(224) 265-0677,dispatch@nexusautotransport.com,99.9,Boston - Cambridge - Quincy,Riverside - San Bernardino - Ontario,42.357322,-71.0645,34.347704,-117.57373,02_22_2023_16_32
CAR,dartmouth,MA,02747,sanford,FL,32771,900,COD/COP,1270,1,2003 ford mustang,Runs,ENCLOSED,2023-02-12,30474053-nt,call or text me929 297-8045,Neptune Auto Transport LLC,(929) 758-1002,neptuneautotransportllc@gmail.com,99.5,Providence - New Bedford - Fall River,Orlando - Kissimmee - Sanford,41.652628,-71.009691,28.832284,-81.299453,02_22_2023_16_32
CAR,feeding hills,MA,01030,montoursville,PA,17754,400,COD/COP,303,1,1956 packard patrician,Runs,ENCLOSED,2023-03-01,148549,Not specified,SGT Auto Transport,(864) 546-5038,sgtautotransport@gmail.com,99.9,Springfield,Williamsport,42.070474,-72.675174,41.320778,-76.876868,02_22_2023_16_32
CAR,Malden,MA,02148,Carmel,IN,46032,575,COD/COP,958,1,2014 nissan altima,Runs,ENCLOSED,2023-02-22,10829532,Larry (404) 474 2655 || ASAP || Ready for dispatch,USA Carship Inc,(404) 835-7997,info@usacarship.com,96.7,Boston - Cambridge - Quincy,Indianapolis - Carmel,42.43279,-71.054417,39.972741,-86.177082,02_22_2023_16_32
CAR,Millis,MA,02054,Absecon,NJ,08205,500,FIFTEEN_BUSINESS_DAYS,315,1,1965 buick riviera,Runs,ENCLOSED,2023-02-23,9455-CR,Not specified,Executive Auto Transport LLC,(774) 304-1197,executive.autotrans@gmail.com,99.9,Boston - Cambridge - Quincy,Atlantic City,42.16616,-71.361252,39.485979,-74.453728,02_22_2023_16_32
CAR,Newton Highlands,MA,02461,Naples,FL,34110,775,COD/COP,1496,1,2002 ford thunderbird,Runs,ENCLOSED,2023-02-22,10209678,James (404) 446-3921 Ready Contract sign ,USA Carship Inc,(404) 835-7997,info@usacarship.com,96.7,Boston - Cambridge - Quincy,Naples - Marco Island,42.314007,-71.20848,26.299119,-81.78955,02_22_2023_16_32
CAR,newtonville,MA,02460,tuscaloosa,AL,35405,1051,COD/COP,1239,1,2018 honda accord,Runs,ENCLOSED,2023-02-22,30460776-ug,calltext 7867857674kathyits a lower suspension car,United Global Assets Inc,(786) 785-7009,mywaydhighway91@live.com,99.2,Boston - Cambridge - Quincy,Tuscaloosa,42.352287,-71.207258,33.110098,-87.552052,02_22_2023_16_32
CAR,Webster,MA,01570,Fargo,ND,58102,1500,COD/COP,1611,1,1955 chevrolet bel air,Runs,ENCLOSED,2023-01-26,TXT ONLY 615-946-9103; RUNS AND DRIVES,Not specified,Down South Industries,(615) 946-9103,transport@downsouthindustriesllc.com,99.7,Worcester,Fargo,42.058201,-71.848067,46.925828,-96.828912,02_22_2023_16_32
CAR,worcester,MA,01601,folsom,CA,95630,2050,COD/COP,2967,1,1950 mercury monterey,Runs,ENCLOSED,2023-01-27,1707890,"actual p/u in buffalo,ny 14221.",Montway LLC,(224) 220-0003,dispatch@montway.com,100.0,Worcester,Sacramento - Arden-Arcade - Roseville,42.2627,-71.8028,38.664532,-121.145,02_22_2023_16_32
SUV,baltimore,MD,21206,suwanee,GA,30024,650,COD/COP,661,1,2022 tesla model y,Runs,ENCLOSED,2023-02-27,258637-74236,Not specified,Nexus AT LLC,(224) 265-0677,dispatch@nexusautotransport.com,99.9,Baltimore - Towson,Atlanta - Sandy Springs - Marietta,39.334608,-76.53652,34.064899,-84.093288,02_22_2023_16_32
CAR,Baltimore,MD,21202,Columbus,OH,43216,650,TWO_BUSINESS_DAYS,422,1,1953 sedan sedan,Runs,ENCLOSED,2023-02-22,QUICKPAY; PORT; MUST HAVE TWIC; RUNS,OK TO TEXT,Great USA Inc,(847) 429-8626,greatusa2012@gmail.com,98.0,Baltimore - Towson,Columbus,39.295824,-76.607773,39.9633,-83.0023,02_22_2023_16_32
CAR,Baltimore,MD,21201,Houston,TX,77001,1100,COD/COP,1445,1,2023 audi rs 7,Runs,ENCLOSED,2023-02-22,11470048,ASAP ALEXIS 531-232-7558,Echt Auto Transport LLC,(531) 232-7558,info@echtautotransport.com,100.0,Baltimore - Towson,Houston - Sugar Land - Baytown,39.295392,-76.623935,29.7634,-95.3634,02_22_2023_16_32
CAR,Baltimore,MD,21229,Jamaica,NY,11430,500,TWO_BUSINESS_DAYS,209,1,1993 ferrari 512 tr,Runs,ENCLOSED,2023-02-22,10823-096162,inap@prestigeshipping.net | Must have title  /enclosed trail,Prestige Shipping Inc.,(908) 238-3497,dimitry@prestigesgroup.com,99.8,Baltimore - Towson,New York - Northern New Jersey - Long Island,39.280964,-76.693617,40.6433,-73.788321,02_22_2023_16_32
CAR,Cockeysville,MD,21030,Sugar Land,TX,77478,900,FIFTEEN_BUSINESS_DAYS,1474,1,2023 audi rs 7,Runs,ENCLOSED,2023-02-22,5168976,Not specified,Audi Sugar Land,(281) 269-8800,bbest@sewell.com,98.6,Baltimore - Towson,Houston - Sugar Land - Baytown,39.491855,-76.664958,29.630216,-95.632308,02_22_2023_16_32
CAR,Cockeysville,MD,21030,San Lorenzo,CA,94580,2500,FIVE_BUSINESS_DAYS,2840,1,2013 chevrolet camaro,Runs,ENCLOSED,2023-02-27,Not specified,Not specified,Autobahn Trans Inc.,(630) 405-5112,support@autobahnusa.net,98.7,Baltimore - Towson,San Francisco - Oakland - Fremont,39.491855,-76.664958,37.67811,-122.135422,02_22_2023_16_32
SUV,finksburg,MD,21048,temple,TX,76502,1150,COD/COP,1484,1,1952 willys model 38,Inop,ENCLOSED,2023-02-24,146940,Not specified,SGT Auto Transport,(864) 546-5038,sgtautotransport@gmail.com,99.9,Baltimore - Towson,Killeen - Temple - Fort Hood,39.491573,-76.911391,31.101709,-97.40705,02_22_2023_16_32
SUV,jarrettsville,MD,21084,tuscaloosa,AL,35406,1000,COD/COP,870,1,2022 bmw x7,Runs,ENCLOSED,2023-02-23,647714,7862664398,Transport King LLC,786-769-1477,support@transportking.co,98.4,Baltimore - Towson,Tuscaloosa,39.613714,-76.457303,33.345952,-87.473363,02_22_2023_16_32
PICKUP,laurel,MD,20707,coeur d alene,ID,83815,1225,COD/COP,2456,1,2022 rivian r1t,Runs,ENCLOSED,2023-02-23,262461-74747,"origin: morgantown,wv 26501",Nexus AT LLC,(224) 265-0677,dispatch@nexusautotransport.com,99.9,Washington - Arlington - Alexandria,Coeur d'Alene,39.096924,-76.882979,47.725464,-116.789921,02_22_2023_16_32
PICKUP,laurel,MD,20707,seattle,WA,98115,1225,COD/COP,2769,1,2022 rivian r1t,Runs,ENCLOSED,2023-02-23,262461-74746,"origin: morgantown,wv 26501 to: coeur d alene,id 83815",Nexus AT LLC,(224) 265-0677,dispatch@nexusautotransport.com,99.9,Washington - Arlington - Alexandria,Seattle - Tacoma - Bellevue,39.096924,-76.882979,47.683612,-122.278022,02_22_2023_16_32
CAR,Owings Mills,MD,21117,Fort Worth,TX,76107,1100,TWO_BUSINESS_DAYS,1399,1,2023 bmw 740i,Runs,ENCLOSED,2023-02-22,11471707,please text 561-306-3773 for dispatch 24/7,Priority Auto Relocations Inc,(561) 237-5059,info@priorityautorelocations.com,100.0,Baltimore - Towson,Dallas - Fort Worth - Arlington,39.430536,-76.794319,32.74308,-97.378045,02_22_2023_16_32
CAR,poolesville,MD,20837,dallas,TX,75287,1100,COD/COP,1337,1,1985 ferrari 308 gts quattrovalvole,Runs,ENCLOSED,2023-02-21,DR0014,text me 3236221358 ,Alpha One Dispatch Inc,(323) 471-1612,info@alphaonedispatch.com,100.0,Washington - Arlington - Alexandria,Dallas - Fort Worth - Arlington,39.116546,-77.414994,33.002005,-96.84312,02_22_2023_16_32
CAR,prince frederick,MD,20678,saint helena island,SC,29920,600,COD/COP,564,1,1968 plymouth roadrunner,Runs,ENCLOSED,2023-02-16,29386878,rolling chassis no motor or transmission inside so much,Travelers Auto Transport Inc,(516) 724-6888,info@travelersautotransport.com,98.4,Washington - Arlington - Alexandria,Not specified,38.508754,-76.595554,32.37773,-80.53973,02_22_2023_16_32
PICKUP,Reisterstown,MD,21136,Phoenix,AZ,85086,1550,COD/COP,2327,1,1997 ford f-350 crew cab long bed,Runs,ENCLOSED,2023-02-22,10949122,Anna 404-446-3911 / Ready for pick up,USA Carship Inc,(404) 835-7997,info@usacarship.com,96.7,Baltimore - Towson,Phoenix - Mesa - Glendale,39.485704,-76.798994,33.859694,-112.115872,02_22_2023_16_32
CAR,Windsor Mill,MD,21244,Rossville,TN,38066,1290,COD/COP,888,1,1969 chevrolet camaro,Runs,ENCLOSED,2023-02-27,29618574,http:iTruckify.com/a2iia  have photos,Easy Auto Ship LLC,(330) 208-2431,dispatch@easyautoship.net,100.0,Baltimore - Towson,Memphis,39.333482,-76.784446,35.08467,-89.531683,02_22_2023_16_32
CAR,Gardiner,ME,04345,Sebring,FL,33870,1200,COD/COP,1540,1,1958 chevrolet brookwood,Inop,ENCLOSED,2023-02-22,9829372,(404) 400-2852 || Please text me ,USA Carship Inc,(404) 835-7997,info@usacarship.com,96.7,Not specified,Not specified,44.196526,-69.8019,27.500602,-81.382351,02_22_2023_16_32
CAR,Jackman,ME,04945,New Castle,DE,19720,900,COD/COP,617,1,2014 chevrolet ss,Runs,ENCLOSED,2023-02-22,RPM Enclosed Zelle Payment,call or text 972-897-8627 to request,Reliant Auto Transport Inc.,(972) 897-8627,sales@reliantautotransport.com,100.0,Not specified,Philadelphia - Camden - Wilmington,45.740241,-70.245567,39.63821,-75.587201,02_22_2023_16_32
CAR,scarborough,ME,04074,college station,TX,77845,1600,COD/COP,1969,1,2013 bmw m5,Runs,ENCLOSED,2023-02-20,30371,have contract full pmt 702-342-1058,American Auto Shipping,(702) 342-1058,dispatch@americanautoshipping.com,100.0,Portland - South Portland - Biddeford,College Station - Bryan,43.591658,-70.373274,30.55637,-96.283992,02_22_2023_16_32
CAR,scarborough,ME,04074,overland park,KS,66214,1025,COD/COP,1532,1,2023 mercedes-benz cla,Runs,ENCLOSED,2023-02-22,509726,Not specified,"Preowned Auto Logistics, Inc.",(978) 542-1955 x1,info@palmoves.com,100.0,Portland - South Portland - Biddeford,Kansas City,43.591658,-70.373274,38.964112,-94.711638,02_22_2023_16_32
CAR,ann arbor,MI,48103,chicago,IL,60642,450,COD/COP,241,1,2023 lucid air,Runs,ENCLOSED,2023-02-22,1729737,"actual p/u in coldwater,mi 49036.",Montway LLC- Logistics,(224) 300-5433,logistics@montway.com,100.0,Ann Arbor,Chicago - Naperville - Joliet,42.269394,-83.851822,41.903287,-87.660576,02_22_2023_16_32
CAR,ann arbor,MI,48103,cypress,TX,77433,1000,COD/COP,1311,1,2009 chevrolet corvette,Runs,ENCLOSED,2023-03-01,1728200,"actual p/u in schoolcraft,mi 49087.",Montway LLC,(224) 220-0003,dispatch@montway.com,100.0,Ann Arbor,Houston - Sugar Land - Baytown,42.269394,-83.851822,29.960082,-95.739218,02_22_2023_16_32
CAR,Birmingham,MI,48009,Phoenix,AZ,85027,1500,COD/COP,2039,1,1996 porsche 911,Runs,ENCLOSED,2023-02-22,Not specified,Not specified,Five Point Auto Transport,(818) 404-3303,starautoexpress@yahoo.com,99.7,Detroit - Warren - Livonia,Phoenix - Mesa - Glendale,42.545787,-83.215454,33.678258,-112.099816,02_22_2023_16_32
PICKUP,Chesaning,MI,48616,New Baltimore,MI,48047,245,COD/COP,99,1,2007 nissan tatan,Runs,ENCLOSED,2023-02-22,11232829,Anna 404-446-3911 // Ready for pick up,USA Carship Inc,(404) 835-7997,info@usacarship.com,96.7,Saginaw - Saginaw Township North,Detroit - Warren - Livonia,43.197824,-84.130474,42.675405,-82.777588,02_22_2023_16_32
CAR,coldwater,MI,49036,chicago,IL,60642,450,COD/COP,166,1,2023 lucid air,Runs,ENCLOSED,2023-02-22,1729671,Not specified,Montway LLC- Logistics,(224) 300-5433,logistics@montway.com,100.0,Not specified,Chicago - Naperville - Joliet,41.906472,-85.043035,41.903287,-87.660576,02_22_2023_16_32
SUV,Davison,MI,48423,Marietta,GA,30066,1050,COD/COP,757,1,1971 chevrolet blazer,Runs,ENCLOSED,2023-02-25,11438509,Not specified,Eship Corp,(754) 222-5377,info@eshiptransport.com,98.6,Flint,Atlanta - Sandy Springs - Marietta,43.042081,-83.522225,34.024356,-84.500434,02_22_2023_16_32
SUV,detroit,MI,48204,isle of palms,SC,29451,1550,COD/COP,847,1,2022 ford bronco raptore,Runs,ENCLOSED,2023-02-22,266795-75441,"origin: hudsonville,mi 49426",Nexus AT LLC,(224) 265-0677,dispatch@nexusautotransport.com,99.9,Detroit - Warren - Livonia,Charleston - North Charleston,42.367841,-83.138984,32.814144,-79.755352,02_22_2023_16_32
CAR,detroit,MI,48201,dallas,TX,75201,1300,COD/COP,1220,1,2015 lamborghini huracan,Runs,ENCLOSED,2023-02-25,r569264,call or request online: v2d&period;io/1nrfy3,RoadRunner Auto Transport,(516) 605-2666,dispatch@v2logistics.com,99.9,Detroit - Warren - Livonia,Dallas - Fort Worth - Arlington,42.346235,-83.06056,32.787706,-96.79985,02_22_2023_16_32
CAR,Detroit,MI,48205,Houston,TX,77055,1075,COD/COP,1318,1,2022 aston martin v8 vantage,Runs,ENCLOSED,2023-02-22,W6310 b,orig pick up OH - East Liberty ,Tempus Logix 2,(818) 942-7020,dispatchtempuslogix@gmail.com,100.0,Detroit - Warren - Livonia,Houston - Sugar Land - Baytown,42.429748,-82.977359,29.804863,-95.49158,02_22_2023_16_32
CAR,Detroit,MI,48201,White House,TN,37188,600,COD/COP,511,1,1986 chevrolet monte carlo,Inop,ENCLOSED,2023-02-27,11177777,Jeff 4044744527 || ASAP || Require winch,USA Carship Inc,(404) 835-7997,info@usacarship.com,96.7,Detroit - Warren - Livonia,Nashville-Davidson - Murfreesboro - Franklin,42.346235,-83.06056,36.481868,-86.671226,02_22_2023_16_32
SUV,Dexter,MI,48130,Tampa,FL,33601,700,COD/COP,1175,1,2020 cadillac xt5,Runs,ENCLOSED,2023-02-23,11262026,Please call or text Max @ 786-228-5246,AutoStar Transport Express LLC,(888) 802-8250,dispatch@autostartransport.com,100.0,Ann Arbor,Tampa - St. Petersburg - Clearwater,42.349162,-83.904038,27.9475,-82.4588,02_22_2023_16_32
SUV,farmington hills,MI,48335,cary,NC,27513,900,COD/COP,723,1,2020 chevrolet blazer,Runs,ENCLOSED,2023-02-28,9pw-50155,Not specified,SGT Auto Transport,(864) 546-5038,sgtautotransport@gmail.com,99.9,Detroit - Warren - Livonia,Raleigh - Cary,42.462728,-83.403556,35.803578,-78.79569,02_22_2023_16_32
CAR,Flint,MI,48504,Gainesville,GA,30507,1150,TEN_BUSINESS_DAYS,754,1,2023 chevrolet corvette,Runs,ENCLOSED,2023-02-22,Jacobi New Corvette delivery,Text Pete for load info 517.930.1822,Pete's Auto Transport LLC,(517) 999-7383,pjdealer@aol.com,99.3,Flint,Gainesville,43.052966,-83.757705,34.263988,-83.7724,02_22_2023_16_32
CAR,Flint,MI,48504,Cambria Heights,NY,11411,1000,COD/COP,693,1,1956 chevrolet bel air,Runs,ENCLOSED,2023-02-24,Hector 1956 Bel Air Nice car!!,Text Pete 517.930.1822 for load info,Pete's Auto Transport LLC,(517) 999-7383,pjdealer@aol.com,99.3,Flint,New York - Northern New Jersey - Long Island,43.052966,-83.757705,40.69473,-73.737282,02_22_2023_16_32
CAR,Delray Beach,FL,33483,Tampa,FL,33607,350,TEN_BUSINESS_DAYS,230,1,2017 maseratti gran turismo,Runs,ENCLOSED,2023-02-27,11459049,Monday or tues pick up../ 27 or 28 only,"ShipYourCarNow, LLC",(917) 933-5723,cdfdtest@shipyourcarnow.com,99.6,Miami - Fort Lauderdale - Pompano Beach,Tampa - St. Petersburg - Clearwater,26.462875,-80.063821,27.972833,-82.556296,02_22_2023_16_32
SUV,Destin,FL,32541,South Jordan,UT,84095,1500,COD/COP,2038,1,2022 mercedes-benz g63,Runs,ENCLOSED,2023-02-22,459947,Not specified,Salt Lake City Motorcars,(385) 346-1575,tom@slcmotorcars.com,100.0,Crestview - Fort Walton Beach - Destin,Salt Lake City,30.3981,-86.455883,40.55938,-111.982416,02_22_2023_16_32
SUV,Doral,FL,33126,Norman,OK,73072,1100,COD/COP,1495,1,2023 land rover range rover,Runs,ENCLOSED,2023-02-21,Not specified,text 305 930 5833,Speed Gallery Miami LLC,(305) 930-5833,sales@speedgallerymiami.com,100.0,Miami - Fort Lauderdale - Pompano Beach,Oklahoma City,25.782512,-80.296165,35.221503,-97.484694,02_22_2023_16_32
PICKUP,Eustis,FL,32736,Casper,WY,82609,1900,COD/COP,1990,1,1956 chevrolet 3100,Runs,ENCLOSED,2023-02-24,11442927,Not specified,Fox Auto Transport,(617) 933-8912,customercare@foxautotransport.com,99.8,Orlando - Kissimmee - Sanford,Casper,28.910838,-81.537149,42.843126,-106.276372,02_22_2023_16_32
CAR,Fernandina Beach,FL,32034,Ballston Lake,NY,12019,800,COD/COP,1092,1,1992 porsche 911,Runs,ENCLOSED,2023-03-05,10952035,"P/U Exactly Sunday, March 05, 2023",Shiplux LLC,(305) 517-3456,admin@shiplux.com,100.0,Jacksonville,Albany - Schenectady - Troy,30.62019,-81.505612,42.93515,-73.907162,02_22_2023_16_32
PICKUP,fernandina beach,FL,32034,palmyra,NY,14522,950,COD/COP,1044,1,1946 chevrolet 3100,Runs,ENCLOSED,2023-03-03,148326,Not specified,SGT Auto Transport,(864) 546-5038,sgtautotransport@gmail.com,99.9,Jacksonville,Rochester,30.62019,-81.505612,43.057857,-77.220548,02_22_2023_16_32
CAR,Fleming Island,FL,32003,Monett,MO,65708,900,COD/COP,1011,1,2018 nissan gtr,Runs,ENCLOSED,2023-02-22,11388264,239 310 5341 call or text,Global X Logistics LLC,(888) 273-0620,jean@globalxlogisticsllc.com,98.4,Jacksonville,Not specified,30.096584,-81.718908,36.920726,-93.946473,02_22_2023_16_32
CAR,fort lauderdale,FL,33309,painesville,OH,44077,800,COD/COP,1232,1,1998 rolls-royce silver spur,Runs,ENCLOSED,2023-03-03,29474468,call ro text 561 807 7484,Lightning Auto Carriers,(561) 807-7484,jmv7784@yahoo.com,99.4,Miami - Fort Lauderdale - Pompano Beach,Cleveland - Elyria - Mentor,26.188293,-80.170448,41.712452,-81.202486,02_22_2023_16_32
SUV,Fort Lauderdale,FL,33312,Columbus,OH,43215,600,COD/COP,1141,1,2018 bentley bentayga,Runs,ENCLOSED,2023-02-23,Not specified,Not specified,Euro Motor Sport Inc,(516) 903-6457,gene20@me.com,97.2,Miami - Fort Lauderdale - Pompano Beach,Columbus,26.084586,-80.177016,39.96866,-83.025654,02_22_2023_16_32
CAR,Fort Lauderdale,FL,33327,Durham,NC,27701,325,COD/COP,813,1,2015 mercedes-benz c 250,Runs,ENCLOSED,2023-02-27,10963191,Michael || 404-400-2852 || READY TO DISPATCH || ASAP ||,USA Carship Inc,(404) 835-7997,info@usacarship.com,96.7,Miami - Fort Lauderdale - Pompano Beach,Durham,26.119065,-80.415078,35.995918,-78.902135,02_22_2023_16_32
CAR,fort lauderdale,FL,33316,calistoga,CA,94515,1250,COD/COP,3150,1,2022 audi e-tron gt,Runs,ENCLOSED,2023-02-27,1728371,Not specified,Montway LLC,(224) 220-0003,dispatch@montway.com,100.0,Miami - Fort Lauderdale - Pompano Beach,Napa,26.10149,-80.122776,38.61842,-122.585518,02_22_2023_16_32
SUV,Fort Lauderdale,FL,33334,Bronx,NY,10464,800,COD/COP,1273,1,2022 tesla x plaid,Runs,ENCLOSED,2023-03-06,11314302,residence to residence,Ship A Car Inc.,(954) 317-5892,info@shipacarinc.com,100.0,Miami - Fort Lauderdale - Pompano Beach,New York - Northern New Jersey - Long Island,26.18409,-80.134724,40.862717,-73.793643,02_22_2023_16_32
CAR,fort lauderdale,FL,33315,inwood,NY,11096,800,COD/COP,1279,1,2021 mercedes benz s580,Runs,ENCLOSED,2023-02-22,31094345ee,4159660852 have 2 cars,Elite Auto Shipping,(516) 559-5542 x1,serge@eliteautoshipping.com,99.6,Miami - Fort Lauderdale - Pompano Beach,New York - Northern New Jersey - Long Island,26.090962,-80.153644,40.620332,-73.75402,02_22_2023_16_32
CAR,fort lauderdale,FL,33315,paterson,NJ,07504,700,COD/COP,1267,1,2021 bmw 8 series,Runs,ENCLOSED,2023-02-22,31094341-ee,4159660852 have 2 cars,Elite Auto Shipping,(516) 559-5542 x1,serge@eliteautoshipping.com,99.6,Miami - Fort Lauderdale - Pompano Beach,New York - Northern New Jersey - Long Island,26.090962,-80.153644,40.911227,-74.143126,02_22_2023_16_32
CAR,Fort Lauderdale,FL,33301,Windermere,FL,34786,300,COD/COP,222,1,1967 jaguar e type,Runs,ENCLOSED,2023-03-01,11278836,PU wed 3-1 cash cod txt call 754 422 8425 rob,Monarch Car Shipping,(754) 422-8425,robyn6053@gmail.com,100.0,Miami - Fort Lauderdale - Pompano Beach,Orlando - Kissimmee - Sanford,26.121115,-80.127232,28.480217,-81.555979,02_22_2023_16_32
CAR,fort lauderdale,FL,33304,east providence,RI,02914,900,COD/COP,1440,1,2019 ferrari portofino,Runs,ENCLOSED,2023-02-23,Call Alyssa 401-429-0851,Not specified,"Metro Motors, Inc.",(401) 330-2146,cbrillon@griecocars.com,96.5,Miami - Fort Lauderdale - Pompano Beach,Providence - New Bedford - Fall River,26.137655,-80.123016,41.811429,-71.363076,02_22_2023_16_32
CAR,Fort Lauderdale,FL,33314,Wichita,KS,67211,1200,COD/COP,1599,1,2021 chevrolet corvette,Runs,ENCLOSED,2023-02-22,5031 FL to KS - RUN & DRIVE,Dealer to Dealer***PAID ON DELIVERY,Big Tex Mobility LLC,(316) 262-8267,j_coleman316@hotmail.com,99.1,Miami - Fort Lauderdale - Pompano Beach,Wichita,26.069628,-80.224512,37.668043,-97.317376,02_22_2023_16_32
PICKUP,fort myers,FL,33967,dallas,TX,75230,1300,COD/COP,1243,1,2014 ford f-150 raptor,Runs,ENCLOSED,2023-02-22,148121,Not specified,SGT Auto Transport,(864) 546-5038,sgtautotransport@gmail.com,99.9,Cape Coral - Fort Myers,Dallas - Fort Worth - Arlington,26.468551,-81.814248,32.902156,-96.794543,02_22_2023_16_32
SUV,fort ogden,FL,34267,hillsborough,NJ,08844,900,COD/COP,1163,1,2021 land rover range rover,Runs,ENCLOSED,2023-02-04,5057,text nicole 9548573973,First Class Auto Transport Corp.,Accounting 954-701-2996,nicole@firstclassautotransporters.com,97.7,Not specified,New York - Northern New Jersey - Long Island,27.0866,-81.9786,40.498993,-74.684705,02_22_2023_16_32
CAR,fort pierce,FL,34982,leawood,KS,66209,900,COD/COP,1366,1,2023 bmw m3,Runs,ENCLOSED,2023-02-22,1729887,Not specified,Montway LLC,(224) 220-0003,dispatch@montway.com,100.0,Port St. Lucie,Kansas City,27.362412,-80.302116,38.898418,-94.637889,02_22_2023_16_32
CAR,Gainesville,FL,32608,Denver,CO,80210,1200,COD/COP,1744,1,2012 aston martin v8 vantage,Runs,ENCLOSED,2023-03-06,29567576,http:iTruckify.com/abr95,Easy Auto Ship LLC,(330) 208-2431,dispatch@easyautoship.net,100.0,Gainesville,Denver - Aurora,29.586076,-82.403135,39.675449,-104.964048,02_22_2023_16_32
CAR,hallandale,FL,33009,new canaan,CT,06840,650,COD/COP,1316,1,2021 porsche panamera,Runs,ENCLOSED,2023-02-28,1720058,Not specified,Montway LLC,(224) 220-0003,dispatch@montway.com,100.0,Miami - Fort Lauderdale - Pompano Beach,Bridgeport - Stamford - Norwalk,25.977272,-80.150346,41.162414,-73.502092,02_22_2023_16_32
CAR,Hallandale,FL,33009,Beachwood,OH,44122,801,COD/COP,1240,1,2013 bentley gtc,Runs,ENCLOSED,2023-02-26,11379839,Not specified,Expert Auto Ship Yard And Freight LLC,(561) 414-5778,expertautodan@gmail.com,100.0,Miami - Fort Lauderdale - Pompano Beach,Cleveland - Elyria - Mentor,25.977272,-80.150346,41.479516,-81.511897,02_22_2023_16_32
CAR,high springs,FL,32643,somersworth,NH,03878,900,COD/COP,1294,1,2022 dodge challenger,Runs,ENCLOSED,2023-02-22,1730308,Not specified,Montway LLC- Logistics,(224) 300-5433,logistics@montway.com,100.0,Gainesville,Boston - Cambridge - Quincy,29.816758,-82.648925,43.255458,-70.882996,02_22_2023_16_32
CAR,high springs,FL,32643,bloomington,MN,55420,750,COD/COP,1423,1,2013 dodge challenger,Runs,ENCLOSED,2023-02-22,1730554,"actual del in independence,ia 50644.",Montway LLC- Logistics,(224) 300-5433,logistics@montway.com,100.0,Gainesville,Minneapolis - St. Paul - Bloomington,29.816758,-82.648925,44.831108,-93.277982,02_22_2023_16_32
CAR,high springs,FL,32643,middletown,RI,02842,700,COD/COP,1196,1,2022 dodge challenger,Runs,ENCLOSED,2023-02-22,1730328,Not specified,Montway LLC- Logistics,(224) 300-5433,logistics@montway.com,100.0,Gainesville,Providence - New Bedford - Fall River,29.816758,-82.648925,41.517342,-71.271916,02_22_2023_16_32
CAR,high springs,FL,32643,independence,IA,50644,750,COD/COP,1195,1,2013 dodge challenger,Runs,ENCLOSED,2023-02-22,1730337,Not specified,Montway LLC- Logistics,(224) 300-5433,logistics@montway.com,100.0,Gainesville,Not specified,29.816758,-82.648925,42.477278,-91.885026,02_22_2023_16_32
