Vehicle Type,Pickup City,Pickup State,Pickup ZIP,Delivery City,Delivery State,Delivery ZIP,Rate,Payment Method,Distance,Veh_qty,Vehicle Info,Vehicle Condition,Trailer Type,Pick-Up Date,Order ID,Additional Info,Company Name,Phone,Email,Rating,Pickup metro area,Delivery metro area,P_lat,P_lon,D_lat,D_lon,Time
PICKUP,Chesaning,MI,48616,New Baltimore,MI,48047,245,COD/COP,99,1,2007 nissan tatan,Runs,ENCLOSED,2023-02-11,11232829,Anna 404-446-3911 // Ready for pick up,USA Carship Inc,(404) 835-7997,info@usacarship.com,97.0,Saginaw - Saginaw Township North,Detroit - Warren - Livonia,43.197824,-84.130474,42.675405,-82.777588,02_11_2023_07_58
CAR,coldwater,MI,49036,harrisburg,PA,17110,700,COD/COP,519,1,2023 lucid air,Runs,ENCLOSED,2023-02-13,1721966,Not specified,Montway LLC- Logistics,(224) 300-5433,logistics@montway.com,100.0,Not specified,Harrisburg - Carlisle,41.906472,-85.043035,40.318084,-76.879279,02_11_2023_07_58
CAR,Commerce Twp,MI,48390,Monrovia,IN,46157,500,COD/COP,321,1,1998 pontiac firebird,Runs,ENCLOSED,2023-02-10,Not specified,Pick up Hours M-F 9:00 AM to 4:00 PM,GR Auto GAllery LLC,(616) 706-9453,bol@grautogallery.com,99.4,Detroit - Warren - Livonia,Indianapolis - Carmel,42.552924,-83.482164,39.550655,-86.520043,02_11_2023_07_58
CAR,Commerce Twp,MI,48390,East Meadow,NY,11554,1000,COD/COP,659,1,1965 plymouth belvedere,Runs,ENCLOSED,2023-02-10,Not specified,Pick up Hours M-F 9:00 AM to 4:00 PM,GR Auto GAllery LLC,(616) 706-9453,bol@grautogallery.com,99.4,Detroit - Warren - Livonia,New York - Northern New Jersey - Long Island,42.552924,-83.482164,40.721996,-73.557722,02_11_2023_07_58
CAR,Dearborn,MI,48120,Diamond Bar,CA,91765,1500,COD/COP,2260,1,2019 chevrolet corvette,Runs,ENCLOSED,2023-02-10,Not specified,Not specified,Aliwood Car Sales Inc,(313) 350-1000,aliwood.af@gmail.com,100.0,Detroit - Warren - Livonia,Los Angeles - Long Beach - Anaheim,42.304544,-83.1798,33.994491,-117.818308,02_11_2023_07_58
CAR,Detroit,MI,48226,Dothan,AL,36303,900,COD/COP,916,1,2008 bmw 5 series,Runs,ENCLOSED,2023-02-13,4240022,https://link.moverjetlogistics.com/7gEs,Moverjet Logistics LLC,(302) 248-5115,dispatch@moverjetlogistics.com,99.5,Detroit - Warren - Livonia,Dothan,42.331084,-83.047069,31.266985,-85.418302,02_11_2023_07_58
SUV,Detroit,MI,48202,Los Angeles,CA,90038,1500,COD/COP,2289,1,2020 land rover range rover velar,Runs,ENCLOSED,2023-02-10,text 606 669 0699 to book,Not specified,"Scotts Dispatch 4-U Service, Inc.",(866) 314-1357,dispatch@scottsautocarrier.com,99.7,Detroit - Warren - Livonia,Los Angeles - Long Beach - Anaheim,42.374369,-83.077528,34.089167,-118.32715,02_11_2023_07_58
SUV,Dexter,MI,48130,Laredo,TX,78041,1500,COD/COP,1600,1,1974 chevrolet blazer,Runs,ENCLOSED,2023-02-10,MI-TX BD private to private,Text 864-395-9277 ,A&M Transport Services LLC,(864) 395-9277,amtransportservicesllc@gmail.com,100.0,Ann Arbor,Laredo,42.349162,-83.904038,27.570571,-99.426263,02_11_2023_07_58
CAR,durand,MI,48429,grass valley,CA,95945,1600,COD/COP,2254,1,1965 buick gransport,Runs,ENCLOSED,2023-02-05,30470833-nt,asap 9295621214 call or text,Neptune Auto Transport LLC,(929) 758-1002,neptuneautotransportllc@gmail.com,99.4,Lansing - East Lansing,Not specified,42.896578,-84.007317,39.220195,-120.900844,02_11_2023_07_58
CAR,Fenton,MI,48430,Hailey,ID,83333,2300,FIVE_BUSINESS_DAYS,1852,1,1965 ford mustang fastback,Runs,ENCLOSED,2023-02-09,SHIP ENCLOSED MI to ID 20056 SR,Not specified,RunBuggy,(800) 546-9711,blueteam@runbuggy.com,99.0,Flint,Not specified,42.770416,-83.746551,43.60013,-114.251818,02_11_2023_07_58
CAR,grand rapids,MI,49501,indio,CA,92203,1800,COD/COP,2189,1,2013 porsche 911,Runs,ENCLOSED,2023-02-14,1720274,"actual p/u in benzonia,mi 49616.",Montway LLC,(224) 220-0003,dispatch@montway.com,100.0,Grand Rapids - Wyoming,Riverside - San Bernardino - Ontario,42.9634,-85.6681,33.748175,-116.234061,02_11_2023_07_58
CAR,Grand Rapids,MI,49548,Tampa,FL,33618,900,COD/COP,1234,1,1947 ford super deluxe convertible,Runs,ENCLOSED,2023-02-13,10696525,Please call or text 4246007602. Contract Signed.,Sonic Auto Transportation,(530) 648-9041,support@sonic-auto.com,100.0,Grand Rapids - Wyoming,Tampa - St. Petersburg - Clearwater,42.866822,-85.663344,28.076922,-82.497732,02_11_2023_07_58
CAR,Grawn,MI,49637,Sandy,UT,84092,1800,COD/COP,1700,1,1961 messerscmitt kr200,Runs,ENCLOSED,2023-02-08,MI to UT,Monday - Friday 9am - 3pm ,GR Auto GAllery LLC,(616) 706-9453,bol@grautogallery.com,99.4,Not specified,Salt Lake City,44.632786,-85.692875,40.561975,-111.80173,02_11_2023_07_58
CAR,horton,MI,49246,tupelo,MS,38802,1250,COD/COP,717,1,2014 chevrolet corvette c7,Runs,ENCLOSED,2023-02-13,243928,email will@acmecarshipping.com to book move,Acme Auto Shipping,(469) 464-5725 x2,kevin@acmecarshipping.com,100.0,Jackson,Not specified,42.114716,-84.51361,34.2577,-88.7034,02_11_2023_07_58
CAR,Kalamazoo,MI,49009,Laredo,TX,78041,1125,COD/COP,1508,1,2015 ford focus,Runs,ENCLOSED,2023-02-11,11180339,"William
(404)806-1842",USA Carship Inc,(404) 835-7997,info@usacarship.com,97.0,Kalamazoo - Portage,Laredo,42.300078,-85.678708,27.570571,-99.426263,02_11_2023_07_58
CAR,Leslie,MI,49251,Ogden,UT,84404,1350,COD/COP,1596,1,1942 ford coupe,Runs,ENCLOSED,2023-02-11,9832774,text fast dispatch 346-3963363,GP Auto Logistics,(512) 503-1654,info@gpautologistics.com,98.5,Lansing - East Lansing,Ogden - Clearfield,42.469966,-84.41181,41.207131,-112.211029,02_11_2023_07_58
CAR,new boston,MI,48164,crystal lake,IL,60014,400,COD/COP,318,1,1981 delorean dmc-12,Inop,ENCLOSED,2023-02-07,Not specified,Not specified,Delorean Motor Company (Midwest),(815) 459-6439,mmcelhattan@gmail.com,100.0,Detroit - Warren - Livonia,Chicago - Naperville - Joliet,42.133472,-83.392705,42.234862,-88.306724,02_11_2023_07_58
CAR,Northport,MI,49670,Mount Vernon,WA,98273,2000,COD/COP,2296,1,1949 mg tc,Inop,ENCLOSED,2023-02-13,150,May be extra parts car,Mike's Discount Auto Transport,(715) 687-4600,discountat@gmail.com,99.7,Not specified,Mount Vernon - Anacortes,45.156251,-85.625233,48.396978,-122.358748,02_11_2023_07_58
CAR,rochester,MI,48306,littleton,CO,80120,950,COD/COP,1302,1,1987 porsche 911,Runs,ENCLOSED,2023-02-20,146956-1,"pul: rochester,mi 48306 del: papillion,ne 68046",SGT Auto Transport,(864) 546-5038,sgtautotransport@gmail.com,99.9,Detroit - Warren - Livonia,Denver - Aurora,42.728551,-83.143187,39.597938,-105.014696,02_11_2023_07_58
CAR,rochester,MI,48306,papillion,NE,68046,950,COD/COP,768,1,1987 porsche 911,Runs,ENCLOSED,2023-02-20,146956,Not specified,SGT Auto Transport,(864) 546-5038,sgtautotransport@gmail.com,99.9,Detroit - Warren - Livonia,Omaha - Council Bluffs,42.728551,-83.143187,41.117592,-96.068471,02_11_2023_07_58
PICKUP,Rochester,MI,48307,Ishpeming,MI,49849,725,COD/COP,453,1,2023 toyota tacoma 4wd,Runs,ENCLOSED,2023-02-11,11171840,470 560-3906 Frank Steven || READY,USA Carship Inc,(404) 835-7997,info@usacarship.com,97.0,Detroit - Warren - Livonia,Not specified,42.659892,-83.122741,46.506235,-87.728792,02_11_2023_07_58
PICKUP,rochester hills,MI,48307,ishpeming,MI,49849,650,COD/COP,453,1,2023 toyota tacoma 4wd,Runs,ENCLOSED,2023-02-10,3994245-at,ready to go,Ultimate Transport 123,(888) 885-9123 x3,dispatch@ultimatetransport123.com,100.0,Detroit - Warren - Livonia,Not specified,42.659892,-83.122741,46.506235,-87.728792,02_11_2023_07_58
SUV,Royal Oak,MI,48067,Downey,CA,90241,950,COD/COP,2284,1,2023 gmc yukon xl 4wd,Runs,ENCLOSED,2023-02-20,11183010,(404) 474-0858 Jack Miller,USA Carship Inc,(404) 835-7997,info@usacarship.com,97.0,Detroit - Warren - Livonia,Los Angeles - Long Beach - Anaheim,42.4894,-83.141672,33.938979,-118.125611,02_11_2023_07_58
CAR,Southfield,MI,48033,Miami Beach,FL,33154,750,COD/COP,1389,1,2019 fiat 500,Runs,ENCLOSED,2023-02-15,11302066,Please call/text Noah @ 786 577 5176,AutoStar Transport Express LLC,(888) 802-8250,dispatch@autostartransport.com,100.0,Detroit - Warren - Livonia,Miami - Fort Lauderdale - Pompano Beach,42.466061,-83.288855,25.896634,-80.131287,02_11_2023_07_58
SUV,Warren,MI,48091,Los Altos,CA,94024,1800,COD/COP,2441,1,2022 rivian r1s,Runs,ENCLOSED,2023-02-13,Not specified,text 313-715-7030 to assign,Matthew's Stop & Look Auto Sales 2,(248) 228-0024,mbrikho98@gmail.com,99.0,Detroit - Warren - Livonia,San Jose - Sunnyvale - Santa Clara,42.469338,-83.054939,37.355148,-122.110958,02_11_2023_07_58
CAR,Wixom,MI,48393,Fremont,OH,43420,515,COD/COP,106,1,2020 chevrolet corvette,Runs,ENCLOSED,2023-02-10,11329875,Anna 404-446-3911 // Ready for pick up // contract signed,USA Carship Inc,(404) 835-7997,info@usacarship.com,97.0,Detroit - Warren - Livonia,Not specified,42.518829,-83.549144,41.355268,-83.117809,02_11_2023_07_58
CAR,Annandale,MN,55302,Fort Myers,FL,33901,1270,COD/COP,1763,1,1968 chevrolet bel air,Runs,ENCLOSED,2023-02-10,A-99466,Not specified,GetCarrier LLC 2,(203) 774-9777,dispatch@getcarrier.com,99.7,Minneapolis - St. Paul - Bloomington,Cape Coral - Fort Myers,45.26076,-94.132854,26.623392,-81.875204,02_11_2023_07_58
CAR,Annandale,MN,55302,Fort Myers,FL,33901,1375,COD/COP,1763,1,1967 ford fairlane,Runs,ENCLOSED,2023-02-17,Not specified,Not specified,Classic Rides And Rods,(612) 290-9299,jordan@classicridesandrods.net,95.5,Minneapolis - St. Paul - Bloomington,Cape Coral - Fort Myers,45.26076,-94.132854,26.623392,-81.875204,02_11_2023_07_58
CAR,Mankato,MN,56001,Wannaska,MN,56761,700,COD/COP,385,1,1966 pontiac gto convertible,Runs,ENCLOSED,2023-02-09,5844B,Not specified,Unique Specialty & Classic,(507) 386-1726,transport@uniqueclassiccars.com,100.0,Mankato - North Mankato,Not specified,44.130736,-93.993792,48.628656,-95.734181,02_11_2023_07_58
CAR,MAPLE PLAIN,MN,55359,CYPRESS,TX,77429,1250,TWO_BUSINESS_DAYS,1188,1,1939 plymouth pt8,Runs,ENCLOSED,2023-02-15,R42750,**********BOLS WITHOUT SIGNATURES ON BOTH ENDS WILL NOT BE P,Bluestar Corporate Relocation Services,(818) 379-7356 x2,rmills@bluestarrelo.com,100.0,Minneapolis - St. Paul - Bloomington,Houston - Sugar Land - Baytown,44.990864,-93.684298,29.985744,-95.654759,02_11_2023_07_58
SUV,marshall,MN,56258,Huntington Beach,CA,92647,2000,COD/COP,1788,1,2023 ford bronco,Runs,ENCLOSED,2023-02-14,35231337,Not specified,"Kruse Buick GMC, Inc",(507) 337-7544,mtrierweiler@krusemotors.com,90.0,Not specified,Los Angeles - Long Beach - Anaheim,44.471199,-95.745994,33.726824,-118.006881,02_11_2023_07_58
CAR,minneapolis,MN,55401,sacramento,CA,95814,1400,COD/COP,1886,1,2016 porsche panamera,Runs,ENCLOSED,2023-02-18,245885-71994,Not specified,Nexus AT LLC,(224) 265-0677,dispatch@nexusautotransport.com,99.9,Minneapolis - St. Paul - Bloomington,Sacramento - Arden-Arcade - Roseville,44.984768,-93.269678,38.581667,-121.495908,02_11_2023_07_58
CAR,minneapolis,MN,55401,fremont,CA,94536,1400,COD/COP,1988,1,2016 porsche panamera,Runs,ENCLOSED,2023-02-18,245885-71995,"destination: sacramento,ca 95814",Nexus AT LLC,(224) 265-0677,dispatch@nexusautotransport.com,99.9,Minneapolis - St. Paul - Bloomington,San Francisco - Oakland - Fremont,44.984768,-93.269678,37.56699,-121.982656,02_11_2023_07_58
SUV,newport,MN,55055,marco island,FL,34145,1300,COD/COP,1746,1,2019 jaguar f-pace,Runs,ENCLOSED,2023-02-16,260682-72433,"origin: pekin,il 61554",Nexus AT LLC,(224) 265-0677,dispatch@nexusautotransport.com,99.9,Minneapolis - St. Paul - Bloomington,Naples - Marco Island,44.871003,-92.99693,25.93777,-81.699725,02_11_2023_07_58
CAR,saint paul,MN,55102,chicago,IL,60642,650,TWO_BUSINESS_DAYS,399,1,2023 lucid air,Runs,ENCLOSED,2023-02-17,ula6073476,Please call or text for more info & dispatch (708) 441-3342,Usko Logistics Inc,(708) 441-3342,alice@uskologistics.com,100.0,Minneapolis - St. Paul - Bloomington,Chicago - Naperville - Joliet,44.92778,-93.119065,41.903287,-87.660576,02_11_2023_07_58
CAR,Saint Paul,MN,55123,Menlo Park,CA,94025,1650,IMMEDIATELY,2064,1,1996 mazda miata,Runs,ENCLOSED,2023-02-22,EAS-3B7B95B,"cash app, zelle or venmo at delivery",Experient  Auto Shipping,(818) 651-4345,porquera@hotmail.com,100.0,Minneapolis - St. Paul - Bloomington,San Francisco - Oakland - Fremont,44.805023,-93.136746,37.459034,-122.186055,02_11_2023_07_58
CAR,stillwater,MN,55082,camarillo,CA,93012,1215,COD/COP,1992,1,2023 chevrolet corvette,Runs,ENCLOSED,2023-02-13,1721655,Not specified,Montway LLC,(224) 220-0003,dispatch@montway.com,100.0,Minneapolis - St. Paul - Bloomington,Oxnard - Thousand Oaks - Ventura,45.066308,-92.842397,34.198628,-118.978302,02_11_2023_07_58
CAR,wayzata,MN,55391,fort myers beach,FL,33931,1400,COD/COP,1743,1,2023 lexus es 300h,Runs,ENCLOSED,2023-02-09,363224,call 615-392-4100 txt 615-466-5336 include order id and co,Wholesale Express LLC,(615) 392-4100,dispatch@wholesaleinc.com,99.6,Minneapolis - St. Paul - Bloomington,Cape Coral - Fort Myers,44.965267,-93.543158,26.448023,-81.925899,02_11_2023_07_58
CAR,Arnold,MO,63010,Fort Myers,FL,33966,800,COD/COP,1128,1,2022 club car goif cart 2 seater,Runs,ENCLOSED,2023-02-24,8455234,"Friday, February 24, 2023",Shiplux LLC,(305) 517-3456,admin@shiplux.com,100.0,St. Louis,Cape Coral - Fort Myers,38.423443,-90.401639,26.579592,-81.828676,02_11_2023_07_58
CAR,Carthage,MO,64836,Roslyn Heights,NY,11577,700,COD/COP,1270,1,2022 shelby gt550,Runs,ENCLOSED,2023-02-10,Mk207,Not specified,Transport And Shipping Express II,(561) 229-5676,tseautotransport@gmail.com,97.4,Joplin,New York - Northern New Jersey - Long Island,37.181249,-94.281118,40.777572,-73.63711,02_11_2023_07_58
CAR,Fenton,MO,63026,Dawsonville,GA,30534,800,COD/COP,552,1,1972 chevrolet monte carlo,Runs,ENCLOSED,2023-02-13,1972,ASK FOR MARK 314-346-6039,Lakeway Motors,636-795-0772 Mike,lakewaymotors@hotmail.com,99.1,St. Louis,Atlanta - Sandy Springs - Marietta,38.499952,-90.460954,34.46068,-84.151836,02_11_2023_07_58
CAR,Grandview,MO,64030,Merrillville,IN,46410,450,COD/COP,558,1,2018 dodge challenger,Runs,ENCLOSED,2023-02-13,4261149,9043641854. https://link.secureserviceform.com/SULA,Movewheels.com,(904) 364-1854,centraldispatchmw@gmail.com,97.3,Kansas City,Chicago - Naperville - Joliet,38.876111,-94.52641,41.480962,-87.316428,02_11_2023_07_58
CAR,high ridge,MO,63049,tehachapi,CA,93561,1900,COD/COP,1790,1,1950 chevrolet fleetline,Inop,ENCLOSED,2023-02-14,30083,have contract full pmt 702-342-1058,American Auto Shipping,(702) 342-1058,dispatch@americanautoshipping.com,100.0,St. Louis,Bakersfield - Delano,38.474082,-90.537994,35.148304,-118.479216,02_11_2023_07_58
CAR,Jefferson Cty,MO,65101,Johnstown,PA,15902,1400,COD/COP,0,1,1953 buick lark wants a 1 car hauler,Runs,ENCLOSED,2023-02-10,1953,nina 580-8191549 or office phone 1-580-774-5063,Asap Transports LLC,(580) 819-1549,asaptransportsllc@gmail.com,98.0,Jefferson City,Johnstown,38.483407,-92.123882,40.318048,-78.873124,02_11_2023_07_58
CAR,Kansas City,MO,64151,Henderson,NV,89014,1300,COD/COP,1366,1,1960 chevrolet corvette,Inop,ENCLOSED,2023-02-22,29221460,http:iTruckify.com/gfhv7,Iship Auto Transport LLC,(862) 298-5469,info@ishiptransport.com,100.0,Kansas City,Las Vegas - Paradise,39.21268,-94.632686,36.058827,-115.057395,02_11_2023_07_58
PICKUP,kansas city,MO,64161,orlando,FL,32819,1325,COD/COP,1239,1,2023 ford f-150,Runs,ENCLOSED,2023-02-13,29473207,billing order call 224)707-4076 or text 224)707-40,Guardian Auto Transport LLC,(224) 707-4076,dispatch@guardianautotransport.com,100.0,Kansas City,Orlando - Kissimmee - Sanford,39.160716,-94.449162,28.450127,-81.472588,02_11_2023_07_58
CAR,kansas city,MO,64152,aloha,OR,97007,1500,COD/COP,1807,1,1963 ford galaxie,Runs,ENCLOSED,2023-02-16,1714949,Not specified,Montway LLC,(224) 220-0003,dispatch@montway.com,100.0,Kansas City,Portland - Vancouver - Hillsboro,39.217586,-94.74676,45.446188,-122.882264,02_11_2023_07_58
CAR,Rolla,MO,65401,Medford,OR,97504,1400,COD/COP,2044,1,2011 kia soul,Runs,ENCLOSED,2023-02-10,10695188,Not specified,Suncoast Auto Transport Inc.,772-337-8546,dispatch@suncoastautotransport.com,100.0,Not specified,Medford,37.889687,-91.82741,42.322754,-122.793404,02_11_2023_07_58
CAR,Saint Louis,MO,63119,Tucson,AZ,85718,1000,COD/COP,1488,1,2015 lexus gs 350,Runs,ENCLOSED,2023-02-17,11287120,Not specified,AmeriFreight,(770) 574-4436,dispatchfax@amerifreight.net,99.9,St. Louis,Tucson,38.589214,-90.346604,32.31334,-110.917987,02_11_2023_07_58
SUV,Saint Robert,MO,65584,Somerset,NJ,08873,645,COD/COP,1064,1,2013 toyota highlander,Runs,ENCLOSED,2023-02-11,11324758,Larry (404) 474-2655 || ASAP || Ready for dispatch,USA Carship Inc,(404) 835-7997,info@usacarship.com,97.0,Not specified,New York - Northern New Jersey - Long Island,37.838616,-92.143222,40.49887,-74.525118,02_11_2023_07_58
CAR,Sainte Genevieve,MO,63670,Aubrey,TX,76227,600,COD/COP,620,1,2022 ford mustang,Runs,ENCLOSED,2023-02-13,4256596,3022041144. https://link.moverjetlogistics.com/Y7yN,Moverjet Logistics LLC,(302) 248-5115,dispatch@moverjetlogistics.com,99.5,Not specified,Dallas - Fort Worth - Arlington,37.881801,-90.1443,33.274052,-96.986525,02_11_2023_07_58
CAR,sainte genevieve,MO,63670,aubrey,TX,76227,500,COD/COP,620,1,2022 ford mustang,Runs,ENCLOSED,2023-02-09,30578741-uf,asap call or text 610 672-7457,United Freeway Transportation LLC,(610) 756-7472,uftransportation2021@gmail.com,99.8,Not specified,Dallas - Fort Worth - Arlington,37.881801,-90.1443,33.274052,-96.986525,02_11_2023_07_58
CAR,brandon,MS,39042,miami,FL,33137,550,COD/COP,912,1,2023 genesis g80,Runs,ENCLOSED,2023-02-13,30433615-st,asap 3152341090,SAFEEDS TRANSPORT INC,(315) 314-4337,info@safeeds.us,100.0,Jackson,Miami - Fort Lauderdale - Pompano Beach,32.220284,-89.862338,25.81439,-80.178205,02_11_2023_07_58
CAR,byram,MS,39170,s plainfield,NJ,07080,600,COD/COP,1199,1,2020 toyota corolla,Runs,ENCLOSED,2023-02-10,4141745,+18137337328,True Carrier LLC,(813) 213-3545,dispatch@truecarriers.com,99.9,Jackson,New York - Northern New Jersey - Long Island,32.123667,-90.343231,40.572382,-74.413516,02_11_2023_07_58
SUV,florence,MS,39073,lutz,FL,33559,600,COD/COP,688,1,1978 jeep cj-5,Runs,ENCLOSED,2023-02-14,1721577,Not specified,Montway LLC,(224) 220-0003,dispatch@montway.com,100.0,Jackson,Tampa - St. Petersburg - Clearwater,32.095464,-90.119858,28.154743,-82.400237,02_11_2023_07_58
CAR,Hernando,MS,38632,Houston,TX,77077,500,COD/COP,611,1,2021 mercedes-benz c 300,Runs,ENCLOSED,2023-02-10,23-2520,https://shipez.us/5JKLT or TXT 954-526-1402,Freedom Auto Transport LLC,(954) 320-0330,dispatch@freedomautotransport.com,100.0,Memphis,Houston - Sugar Land - Baytown,34.795483,-89.977928,29.754967,-95.609456,02_11_2023_07_58
CAR,ridgeland,MS,39157,metairie,LA,70002,475,COD/COP,191,1,2020 mercedes-benz amg gt,Inop,ENCLOSED,2023-02-13,1722500,Not specified,Montway LLC,(224) 220-0003,dispatch@montway.com,100.0,Jackson,New Orleans - Metairie - Kenner,32.428608,-90.153354,30.102084,-90.150988,02_11_2023_07_58
CAR,Southaven,MS,38672,Olathe,KS,66062,550,COD/COP,466,1,2010 chevrolet corvette,Runs,ENCLOSED,2023-02-17,2010 vette to kansas,Not specified,Classic Autoz Inc,(901) 652-0106,info@classicautoz.com,100.0,Memphis,Kansas City,34.948276,-89.955274,38.852656,-94.778942,02_11_2023_07_58
CAR,Billings,MT,59101,Saratoga Springs,UT,84045,700,COD/COP,592,1,2014 chevrolet corvette,Runs,ENCLOSED,2023-02-13,Not specified,Not specified,A Marine and Spouse Transportation LLC,(910) 382-6678,amarineandspousetransportation@gmail.com,100.0,Billings,Provo - Orem,45.66025,-108.384307,40.346595,-111.914564,02_11_2023_07_58
CAR,Helena,MT,59601,Orlando,FL,32832,2100,COD/COP,2522,1,2021 ferrari 812 superfast,Runs,ENCLOSED,2023-02-16,11338147,Hardside only. Call or text 941-999-2602,Auto Movers USA LLC,(941) 894-6420,info@automoversusa.com,99.6,Not specified,Orlando - Kissimmee - Sanford,46.528988,-112.12251,28.399958,-81.179566,02_11_2023_07_58
PICKUP,Polson,MT,59860,Murrieta,CA,92562,1500,COD/COP,1291,1,1969 chevrolet c 10,Runs,ENCLOSED,2023-02-15,11279323,Not specified,Shiplux LLC,(305) 517-3456,admin@shiplux.com,100.0,Not specified,Riverside - San Bernardino - Ontario,47.733172,-114.2628,33.542828,-117.26895,02_11_2023_07_58
SUV,red lodge,MT,59068,westlake,OH,44145,1100,COD/COP,1628,1,2009 subaru b9 tribeca,Runs,ENCLOSED,2023-02-09,30458243-ug,calltext 786-791-0353,United Global Assets Inc,(786) 785-7009,mywaydhighway91@live.com,99.2,Billings,Cleveland - Elyria - Mentor,45.156895,-109.455307,41.444585,-81.931246,02_11_2023_07_58
CAR,whitefish,MT,59937,fort lauderdale,FL,33304,2350,COD/COP,2958,1,1957 ford thunderbird,Runs,ENCLOSED,2023-02-14,1719619,Not specified,Montway LLC,(224) 220-0003,dispatch@montway.com,100.0,Not specified,Miami - Fort Lauderdale - Pompano Beach,48.516644,-114.554964,26.137655,-80.123016,02_11_2023_07_58
CAR,Arden,NC,28704,Winter Garden,FL,34787,400,COD/COP,596,1,2022 chevrolet corvette,Runs,ENCLOSED,2023-02-15,7861307,Not specified,Payless Auto Shipping LLC,(240) 207-4470,shaktiy021@gmail.com,99.7,Asheville,Orlando - Kissimmee - Sanford,35.462322,-82.575759,28.477579,-81.634501,02_11_2023_07_58
CAR,Arden,NC,28704,Pennsauken,NJ,08110,800,THIRTY_BUSINESS_DAYS,627,1,2015 bmw 3 series sedan,Runs,ENCLOSED,2023-02-20,518653,Call Tim 978-225-8581,"ReloTrans, LP",(978) 225-8583,movecenter@relotrans.com,99.2,Asheville,Philadelphia - Camden - Wilmington,35.462322,-82.575759,39.965194,-75.06697,02_11_2023_07_58
SUV,CARY,NC,27519,Austin,TX,73301,1400,TWO_BUSINESS_DAYS,1326,1,2018 land rover range rover sport,Runs,ENCLOSED,2023-02-13,R41833,Not specified,Bluestar Corporate Relocation Services,(818) 379-7356 x2,rmills@bluestarrelo.com,100.0,Raleigh - Cary,Austin - Round Rock - San Marcos,35.813926,-78.882067,30.219702,-97.74726,02_11_2023_07_58
SUV,Cary,NC,27511,Lewisville,TX,75067,1200,TWO_BUSINESS_DAYS,1215,1,2022 land rover range rover,Runs,ENCLOSED,2023-02-11,JS45427,dealer to private -Text Jenn 508-868-1004,JS Transport Services Inc. 1,(888) 909-4550,info@jstransportservices.com,100.0,Raleigh - Cary,Dallas - Fort Worth - Arlington,35.759644,-78.779491,33.01972,-96.99141,02_11_2023_07_58
SUV,cary,NC,27518,los angeles,CA,90011,1350,COD/COP,2544,1,2012 ford escape,Runs,ENCLOSED,2023-02-17,1716779,Not specified,Montway LLC,(224) 220-0003,dispatch@montway.com,100.0,Raleigh - Cary,Los Angeles - Long Beach - Anaheim,35.73379,-78.77135,34.009842,-118.258642,02_11_2023_07_58
SUV,cedar grove,NC,27231,hampshire,IL,60140,900,COD/COP,833,1,2018 jeep grand cherokee,Runs,ENCLOSED,2023-02-16,249448-71371,Not specified,Nexus AT LLC,(224) 265-0677,dispatch@nexusautotransport.com,99.9,Durham,Chicago - Naperville - Joliet,36.195652,-79.16997,42.071782,-88.505618,02_11_2023_07_58
CAR,Charlotte,NC,28228,Haltom City,TX,76117,1000,TWO_BUSINESS_DAYS,1059,1,2020 mercedes-benz s-class,Runs,ENCLOSED,2023-02-13,5883,Load-2/13-14 (quick pay),"KA Transportation Services, LLC",(214) 794-6443,croehllmiami@gmail.com,100.0,Charlotte - Gastonia - Rock Hill,Dallas - Fort Worth - Arlington,35.2267,-80.8434,32.802801,-97.260951,02_11_2023_07_58
CAR,charlotte,NC,28269,farr west,UT,84404,1500,COD/COP,2090,1,1962 chevrolet corvette,Runs,ENCLOSED,2023-02-20,30423276-sn,call txt susan 518-861-4333,Ship Auto Now LLC,(518) 913-2713,shipautonow@gmail.com,98.2,Charlotte - Gastonia - Rock Hill,Ogden - Clearfield,35.340751,-80.7936,41.207131,-112.211029,02_11_2023_07_58
CAR,Charlotte,NC,28269,Monroe,WA,98272,1400,COD/COP,2809,1,2021 porsche taycan,Runs,ENCLOSED,2023-02-10,UPR20588 Uship Payment,Not specified,Tempus Logix,(818) 942-7020,dispatchtempuslogix@gmail.com,100.0,Charlotte - Gastonia - Rock Hill,Seattle - Tacoma - Bellevue,35.340751,-80.7936,47.87395,-121.889982,02_11_2023_07_58
CAR,Charlotte,NC,28269,Port Carling,ON,P0B 1J0,1000,COD/COP,870,1,2007 cadillac xlr-v,Runs,ENCLOSED,2023-02-10,(800) 580-3101 ext 49154,Not specified,Total Quality Logistics LLC,(513) 831-2600,carrierservices@tql.com,98.5,Charlotte - Gastonia - Rock Hill,Not specified,35.340751,-80.7936,45.10973,-79.590229,02_11_2023_07_58
CAR,CORNELIUS,NC,28031,DALLAS,TX,75227,950,TWO_BUSINESS_DAYS,1034,1,2017 audi a6,Runs,ENCLOSED,2023-02-17,R42754,Not specified,Bluestar Corporate Relocation Services,(818) 379-7356 x2,rmills@bluestarrelo.com,100.0,Charlotte - Gastonia - Rock Hill,Dallas - Fort Worth - Arlington,35.470846,-80.886209,32.772721,-96.686605,02_11_2023_07_58
